2024-01-21 19:10:43,869 INFO    StreamThr :55556 [internal.py:wandb_internal():86] W&B internal server running at pid: 55556, started at: 2024-01-21 19:10:43.869023
2024-01-21 19:10:43,879 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: status
2024-01-21 19:10:43,880 INFO    WriterThread:55556 [datastore.py:open_for_write():87] open: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/run-igpt9b9a.wandb
2024-01-21 19:10:43,882 DEBUG   SenderThread:55556 [sender.py:send():382] send: header
2024-01-21 19:10:43,900 DEBUG   SenderThread:55556 [sender.py:send():382] send: run
2024-01-21 19:10:47,515 INFO    SenderThread:55556 [dir_watcher.py:__init__():211] watching files in: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files
2024-01-21 19:10:47,515 INFO    SenderThread:55556 [sender.py:_start_run_threads():1136] run started: igpt9b9a with start time 1705835443.869369
2024-01-21 19:10:47,518 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: check_version
2024-01-21 19:10:47,518 DEBUG   SenderThread:55556 [sender.py:send_request():409] send_request: check_version
2024-01-21 19:10:51,545 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: status_report
2024-01-21 19:10:51,547 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: run_start
2024-01-21 19:10:51,552 DEBUG   HandlerThread:55556 [system_info.py:__init__():27] System info init
2024-01-21 19:10:51,552 DEBUG   HandlerThread:55556 [system_info.py:__init__():42] System info init done
2024-01-21 19:10:51,552 INFO    HandlerThread:55556 [system_monitor.py:start():194] Starting system monitor
2024-01-21 19:10:51,553 INFO    SystemMonitor:55556 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-21 19:10:51,553 INFO    HandlerThread:55556 [system_monitor.py:probe():214] Collecting system info
2024-01-21 19:10:51,553 INFO    SystemMonitor:55556 [interfaces.py:start():190] Started cpu monitoring
2024-01-21 19:10:51,553 DEBUG   HandlerThread:55556 [system_info.py:probe():151] Probing system
2024-01-21 19:10:51,553 INFO    SystemMonitor:55556 [interfaces.py:start():190] Started disk monitoring
2024-01-21 19:10:51,554 INFO    SystemMonitor:55556 [interfaces.py:start():190] Started gpuapple monitoring
2024-01-21 19:10:51,556 INFO    SystemMonitor:55556 [interfaces.py:start():190] Started memory monitoring
2024-01-21 19:10:51,557 INFO    SystemMonitor:55556 [interfaces.py:start():190] Started network monitoring
2024-01-21 19:10:51,560 DEBUG   HandlerThread:55556 [system_info.py:_probe_git():136] Probing git
2024-01-21 19:10:51,582 DEBUG   HandlerThread:55556 [system_info.py:_probe_git():144] Probing git done
2024-01-21 19:10:51,582 DEBUG   HandlerThread:55556 [system_info.py:probe():199] Probing system done
2024-01-21 19:10:51,582 DEBUG   HandlerThread:55556 [system_monitor.py:probe():223] {'os': 'macOS-13.2.1-arm64-arm-64bit', 'python': '3.9.18', 'heartbeatAt': '2024-01-21T11:10:51.553816', 'startedAt': '2024-01-21T11:10:43.863396', 'docker': None, 'cuda': None, 'args': ('--env', 'RA', '--model', 'ToM2C', '--workers', '6', '--norm-reward'), 'state': 'running', 'program': '/Users/suhuangyuan/DRA/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'git@github.com:Hither1/DRA.git', 'commit': 'f62b44b4268f087957510e98676af8dc4dcc3c75'}, 'email': 'suhither@gmail.com', 'root': '/Users/suhuangyuan/DRA', 'host': 'gens-MacBook-Pro.local', 'username': 'suhuangyuan', 'executable': '/Users/suhuangyuan/miniconda3/envs/resource/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 12.228080749511719}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-01-21 19:10:51,582 INFO    HandlerThread:55556 [system_monitor.py:probe():224] Finished collecting system info
2024-01-21 19:10:51,583 INFO    HandlerThread:55556 [system_monitor.py:probe():227] Publishing system info
2024-01-21 19:10:51,583 DEBUG   HandlerThread:55556 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-01-21 19:10:52,487 DEBUG   HandlerThread:55556 [system_info.py:_save_conda():220] Saving conda packages done
2024-01-21 19:10:52,487 DEBUG   HandlerThread:55556 [system_info.py:_save_code():45] Saving code
2024-01-21 19:10:52,498 DEBUG   HandlerThread:55556 [system_info.py:_save_code():66] Saving code done
2024-01-21 19:10:52,498 DEBUG   HandlerThread:55556 [system_info.py:_save_patches():83] Saving git patches
2024-01-21 19:10:52,536 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/code/main.py
2024-01-21 19:10:52,536 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/conda-environment.yaml
2024-01-21 19:10:52,536 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/code
2024-01-21 19:10:52,629 DEBUG   HandlerThread:55556 [system_info.py:_save_patches():125] Saving git patches done
2024-01-21 19:10:52,630 INFO    HandlerThread:55556 [system_monitor.py:probe():229] Finished publishing system info
2024-01-21 19:10:52,631 DEBUG   SenderThread:55556 [sender.py:send():382] send: files
2024-01-21 19:10:52,631 INFO    SenderThread:55556 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-21 19:10:52,632 INFO    SenderThread:55556 [sender.py:_save_file():1403] saving file code/main.py with policy now
2024-01-21 19:10:52,632 INFO    SenderThread:55556 [sender.py:_save_file():1403] saving file diff.patch with policy now
2024-01-21 19:10:52,634 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: python_packages
2024-01-21 19:10:52,634 DEBUG   SenderThread:55556 [sender.py:send_request():409] send_request: python_packages
2024-01-21 19:10:52,636 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-21 19:10:52,636 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: stop_status
2024-01-21 19:10:52,636 DEBUG   SenderThread:55556 [sender.py:send():382] send: telemetry
2024-01-21 19:10:52,636 DEBUG   SenderThread:55556 [sender.py:send_request():409] send_request: stop_status
2024-01-21 19:10:53,541 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/wandb-metadata.json
2024-01-21 19:10:53,541 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/diff.patch
2024-01-21 19:10:53,541 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/requirements.txt
2024-01-21 19:10:55,551 INFO    Thread-12 :55556 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/suhuangyuan/DRA/wandb/run-20240121_191043-igpt9b9a/files/output.log
2024-01-21 19:10:56,736 INFO    wandb-upload_0:55556 [upload_job.py:push():131] Uploaded file /var/folders/72/mvwhplb93ms91mvl36q329qh0000gn/T/tmps5m365udwandb/0cv7obnc-wandb-metadata.json
2024-01-21 19:10:56,824 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: status_report
2024-01-21 19:10:56,832 DEBUG   SenderThread:55556 [sender.py:send():382] send: exit
2024-01-21 19:10:56,832 INFO    SenderThread:55556 [sender.py:send_exit():589] handling exit code: 1
2024-01-21 19:10:56,832 INFO    SenderThread:55556 [sender.py:send_exit():591] handling runtime: 5
2024-01-21 19:10:56,833 INFO    SenderThread:55556 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-21 19:10:56,833 INFO    SenderThread:55556 [sender.py:send_exit():597] send defer
2024-01-21 19:10:56,833 DEBUG   HandlerThread:55556 [handler.py:handle_request():146] handle_request: defer
2024-01-21 19:10:56,833 INFO    HandlerThread:55556 [handler.py:handle_request_defer():172] handle defer: 0
2024-01-21 19:10:56,833 DEBUG   SenderThread:55556 [sender.py:send_request():409] send_request: defer
2024-01-21 19:10:56,834 INFO    SenderThread:55556 [sender.py:send_request_defer():613] handle sender defer: 0
