2024-01-21 04:22:31,470 INFO    StreamThr :93864 [internal.py:wandb_internal():86] W&B internal server running at pid: 93864, started at: 2024-01-21 04:22:31.469640
2024-01-21 04:22:31,478 DEBUG   HandlerThread:93864 [handler.py:handle_request():146] handle_request: status
2024-01-21 04:22:31,478 INFO    WriterThread:93864 [datastore.py:open_for_write():87] open: /Users/suhuangyuan/DRA/wandb/run-20240121_042231-n6a16efn/run-n6a16efn.wandb
2024-01-21 04:22:31,479 DEBUG   SenderThread:93864 [sender.py:send():382] send: header
2024-01-21 04:22:31,499 DEBUG   SenderThread:93864 [sender.py:send():382] send: run
2024-01-21 04:22:34,485 INFO    SenderThread:93864 [dir_watcher.py:__init__():211] watching files in: /Users/suhuangyuan/DRA/wandb/run-20240121_042231-n6a16efn/files
2024-01-21 04:22:34,485 INFO    SenderThread:93864 [sender.py:_start_run_threads():1136] run started: n6a16efn with start time 1705782151.468229
2024-01-21 04:22:34,486 DEBUG   HandlerThread:93864 [handler.py:handle_request():146] handle_request: check_version
2024-01-21 04:22:34,487 DEBUG   SenderThread:93864 [sender.py:send_request():409] send_request: check_version
2024-01-21 04:22:37,231 DEBUG   HandlerThread:93864 [handler.py:handle_request():146] handle_request: status_report
2024-01-21 04:22:37,240 DEBUG   HandlerThread:93864 [handler.py:handle_request():146] handle_request: run_start
2024-01-21 04:22:37,254 DEBUG   HandlerThread:93864 [system_info.py:__init__():27] System info init
2024-01-21 04:22:37,254 DEBUG   HandlerThread:93864 [system_info.py:__init__():42] System info init done
2024-01-21 04:22:37,255 INFO    HandlerThread:93864 [system_monitor.py:start():194] Starting system monitor
2024-01-21 04:22:37,255 INFO    SystemMonitor:93864 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-21 04:22:37,255 INFO    HandlerThread:93864 [system_monitor.py:probe():214] Collecting system info
2024-01-21 04:22:37,256 INFO    SystemMonitor:93864 [interfaces.py:start():190] Started cpu monitoring
2024-01-21 04:22:37,257 DEBUG   HandlerThread:93864 [system_info.py:probe():151] Probing system
2024-01-21 04:22:37,257 INFO    SystemMonitor:93864 [interfaces.py:start():190] Started disk monitoring
2024-01-21 04:22:37,262 INFO    SystemMonitor:93864 [interfaces.py:start():190] Started gpuapple monitoring
2024-01-21 04:22:37,264 INFO    SystemMonitor:93864 [interfaces.py:start():190] Started memory monitoring
2024-01-21 04:22:37,265 INFO    SystemMonitor:93864 [interfaces.py:start():190] Started network monitoring
2024-01-21 04:22:37,273 DEBUG   HandlerThread:93864 [system_info.py:_probe_git():136] Probing git
2024-01-21 04:22:37,310 DEBUG   HandlerThread:93864 [system_info.py:_probe_git():144] Probing git done
2024-01-21 04:22:37,310 DEBUG   HandlerThread:93864 [system_info.py:probe():199] Probing system done
